manufacturer,device, model,rssi correction,tx,calibration confidence
samsung,a50s,SM-A5070,5,-25,1
samsung,a50s,SM-A507FN,5,-25,1
samsung,a5xltechn,SM-A5100,5,-1,1
samsung,a5xltechn,SM-A5100X,5,-1,1
samsung,a5xeltecmcc,SM-A5108,5,-1,1
samsung,a5xelte,SM-A510F,6,-2,3
samsung,a5xeltektt,SM-A510K,5,-1,1
samsung,a5xeltelgt,SM-A510L,5,-1,1
samsung,a5xelte,SM-A510M,3,-1,3
samsung,a5xelteskt,SM-A510S,5,-1,1
samsung,a5xelte,SM-A510X,5,-1,1
samsung,a5xltechn,SM-A510XZ,5,-1,1
samsung,a5xeltextc,SM-A510Y,5,-1,1
samsung,a5xelte,SM-A510Y,5,-1,1
samsung,a51,SM-A515F,2,-28,3
samsung,a51,SM-A515U,2,-28,1
samsung,a51,SM-A515U1,2,-28,1
samsung,a51,SM-A515W,2,-28,1
samsung,a51x,SM-A5160,5,-25,1
samsung,a51x,SM-A516B,5,-25,1
samsung,a51x,SM-A516N,5,-25,1
samsung,a5y17lte,SM-A520F,-6,-25,3
samsung,a5y17ltektt,SM-A520K,-6,-25,1
samsung,a5y17ltelgt,SM-A520L,-6,-25,1
samsung,a5y17lteskt,SM-A520S,-6,-25,1
samsung,a5y17ltecan,SM-A520W,-6,-25,1
samsung,a5y17lte,SM-A520X,-6,-25,1
samsung,jackpotlte,SM-A530F,2,-23,3
samsung,jackpotlteks,SM-A530N,2,-23,1
samsung,jackpotltecan,SM-A530W,2,-23,1
samsung,jackpotlte,SM-A530X,2,-23,1
samsung,a6elteatt,SM-A600A,8,-35,1
samsung,a6elteaio,SM-A600AZ,8,-35,1
samsung,a6lte,SM-A600F,8,-35,1
samsung,a6lte,SM-A600FN,8,-35,3
samsung,a6lte,SM-A600G,8,-35,1
samsung,a6lte,SM-A600GN,8,-35,1
samsung,a6lteks,SM-A600N,8,-35,1
samsung,a6eltespr,SM-A600P,8,-35,1
samsung,a6eltetmo,SM-A600T,8,-35,1
samsung,a6eltemtr,SM-A600T1,8,-35,1
samsung,a6elteue,SM-A600U,8,-35,1
samsung,a6pltechn,SM-A6050,5,-25,1
samsung,a6pltecmcc,SM-A6058,5,-25,1
samsung,a6plte,SM-A605F,5,-25,1
samsung,a6plte,SM-A605FN,5,-25,1
samsung,a6plte,SM-A605G,5,-25,1
samsung,a6plte,SM-A605GN,5,-25,1
samsung,a6pltektt,SM-A605K,5,-25,1
samsung,a6pltechn,SM-A605XC,5,-25,1
samsung,a60q,SM-A6060,5,-25,1
samsung,a60q,SM-A606Y,5,-25,1
samsung,a7ltechn,SM-A7000,5,-25,1
samsung,a7ltectc,SM-A7009,5,-25,1
samsung,a7alte,SM-A700F,5,-25,1
samsung,a7lte,SM-A700FD,5,-25,1
samsung,a73g,SM-A700H,5,-25,1
samsung,a7ltektt,SM-A700K,5,-25,1
samsung,a7ltelgt,SM-A700L,5,-25,1
samsung,a7lteskt,SM-A700S,5,-25,1
samsung,a7lte,SM-A700X,5,-25,1
samsung,a7ltechn,SM-A700YD,5,-25,1
samsung,a70q,SM-A7050,5,-33,1
samsung,a70q,SM-A705F,5,-33,1
samsung,a70q,SM-A705FN,5,-33,3
samsung,a70q,SM-A705GM,5,-33,1
samsung,a70q,SM-A705MN,5,-33,1
samsung,a70q,SM-A705U,5,-33,1
samsung,a70q,SM-A705W,5,-33,1
samsung,a70q,SM-A705YN,5,-33,1
samsung,a70s,SM-A7070,5,-25,1
samsung,a70s,SM-A707F,5,-25,1
samsung,a7xltechn,SM-A7100,5,-5,1
samsung,a7xeltecmcc,SM-A7108,5,-5,1
samsung,a7xelte,SM-A710F,5,-5,3
samsung,a7xeltektt,SM-A710K,5,-5,1
samsung,a7xeltelgt,SM-A710L,5,-5,1
samsung,a7xelte,SM-A710M,5,-5,1
samsung,a7xelteskt,SM-A710S,5,-5,1
samsung,a7xelte,SM-A710X,5,-5,1
samsung,a7xltechn,SM-A710XZ,5,-5,1
samsung,a7xeltextc,SM-A710Y,5,-5,1
samsung,a71,SM-A715F,5,-25,1
samsung,a71,SM-A715W,5,-25,1
samsung,a71x,SM-A7160,5,-25,1
samsung,a71x,SM-A716B,5,-25,1
samsung,a71x,SM-A716S,5,-25,1
samsung,a71xq,SM-A716U,5,-25,1
samsung,a7y17lte,SM-A720F,5,-25,1
samsung,a7y17lteskt,SM-A720S,5,-25,1
samsung,jackpot2lte,SM-A730F,5,-25,1
samsung,jackpot2lte,SM-A730X,5,-25,1
samsung,a7y18ve,SM-A750C,5,-25,1
samsung,a7y18lte,SM-A750F,4,-24,3
samsung,a7y18lte,SM-A750FN,5,-26,3
samsung,a7y18lte,SM-A750G,5,-24,1
samsung,a7y18lte,SM-A750GN,6,-23,3
samsung,a7y18lteks,SM-A750N,5,-24,1
samsung,a8ltechn,SM-A8000,5,-25,1
samsung,a8elte,SM-A800F,5,-25,1
samsung,a8hplte,SM-A800I,5,-25,1
samsung,a8hplte,SM-A800IZ,5,-25,1
samsung,a8elteskt,SM-A800S,5,-25,1
samsung,a8ltechn,SM-A800X,5,-25,1
samsung,a8elte,SM-A800YZ,5,-25,1
samsung,r1q,SM-A8050,5,-25,1
samsung,r1q,SM-A805F,5,-25,1
samsung,r1q,SM-A805N,5,-25,1
samsung,a8xelte,SM-A810F,5,-25,1
samsung,a8xelteskt,SM-A810S,5,-25,1
samsung,a8xelte,SM-A810YZ,5,-25,1
samsung,a9xltechn,SM-A9000,5,-25,1
samsung,r3q,SM-A9080,5,-25,1
samsung,r3q,SM-A908B,5,-25,1
samsung,r3q,SM-A908N,5,-25,1
samsung,a9xproltechn,SM-A9100,5,-25,1
samsung,a9xproltesea,SM-A910F,5,-25,1
samsung,a9y18qltechn,SM-A9200,5,-24,3
samsung,a9y18qlte,SM-A920F,4,-21,3
samsung,a9y18qltekx,SM-A920N,4,-21,1
samsung,mproject3g,SM-C101,5,-25,1
samsung,mprojectqlte,SM-C105,5,-25,1
samsung,mprojectltektt,SM-C105K,5,-25,1
samsung,mprojectltelgt,SM-C105L,5,-25,1
samsung,mprojectlteskt,SM-C105S,5,-25,1
samsung,m2a3g,SM-C111,5,-25,1
samsung,m2a3g,SM-C111M,5,-25,1
samsung,m2alte,SM-C115,5,-25,1
samsung,m2altelgt,SM-C115L,5,-25,1
samsung,m2alte,SM-C115M,5,-25,1
samsung,m2altecan,SM-C115W,5,-25,1
samsung,c5ltechn,SM-C5000,5,-25,1
samsung,c5pltechn,SM-C5000,5,-25,1
samsung,c5ltechn,SM-C500X,5,-25,1
samsung,c5proltechn,SM-C5010,9,-26,3
samsung,c5proltechn,SM-C5018,9,-26,1
samsung,c7ltechn,SM-C7000,5,-25,1
samsung,c7ltechn,SM-C700X,5,-25,1
samsung,c7proltechn,SM-C7010,5,-25,1
samsung,c7proltechn,SM-C7018,5,-25,1
samsung,c7prolte,SM-C701F,5,-25,1
samsung,c7proltechn,SM-C701X,5,-25,1
samsung,jadeltechn,SM-C7100,8,-26,3
samsung,jadeltecmcc,SM-C7108,8,-26,1
samsung,jadelte,SM-C710F,5,-25,1
samsung,jadeltechn,SM-C710X,8,-26,1
samsung,c9ltechn,SM-C9000,5,-25,1
samsung,c9ltechn,SM-C9008,5,-25,1
samsung,c9lte,SM-C900F,5,-25,1
samsung,c9ltechn,SM-C900X,5,-25,1
samsung,c9lte,SM-C900Y,5,-25,1
samsung,e5lte,SM-E500F,5,-25,1
samsung,e53g,SM-E500H,5,-25,1
samsung,e5lte,SM-E500M,5,-25,1
samsung,e5ltetw,SM-E500YZ,5,-25,1
samsung,e7ltehktw,SM-E7000,5,-25,1
samsung,e7ltechn,SM-E7000,5,-25,1
samsung,e7ltectc,SM-E7009,5,-25,1
samsung,e7lte,SM-E700F,5,-25,1
samsung,e73g,SM-E700H,5,-25,1
samsung,e7lte,SM-E700M,5,-25,1
samsung,bloomq,SM-F7000,5,-25,1
samsung,bloomq,SM-F700F,5,-25,1
samsung,bloomq,SM-F700N,5,-25,1
samsung,bloomq,SM-F700U,5,-25,1
samsung,bloomq,SM-F700U1,5,-25,1
samsung,bloomq,SM-F700W,5,-25,1
samsung,winner,SM-F9000,5,-25,1
samsung,winner,SM-F900F,5,-25,1
samsung,winner,SM-F900U,5,-25,1
samsung,winner,SM-F900U1,5,-25,1
samsung,winner,SM-F900W,5,-25,1
samsung,winner,SM-F907B,5,-25,1
samsung,winner,SM-F907N,5,-25,1
samsung,pocket23g,SM-G110B,5,-25,1
samsung,pocket2ss3g,SM-G110H,5,-25,1
samsung,pocket23g,SM-G110M,5,-25,1
samsung,young23gdtv,SM-G130BT,5,-25,1
samsung,young2ve3g,SM-G130BU,5,-25,1
samsung,young2ds2g,SM-G130E,5,-25,1
samsung,young23g,SM-G130H,5,-25,1
samsung,young2nfc3g,SM-G130HN,5,-25,1
samsung,young23g,SM-G130M,5,-25,1
samsung,young23g,SM-G130U,5,-25,1
samsung,novelltekx,SM-G150N0,5,-25,1
samsung,novelltektt,SM-G150NK,5,-25,1
samsung,novelltelgt,SM-G150NL,5,-25,1
samsung,novellteskt,SM-G150NS,5,-25,1
samsung,novel3gskt,SM-G155S,5,-25,1
samsung,eliteltechn,SM-G1600,5,-25,1
samsung,eliteltekx,SM-G160N,5,-25,1
samsung,elitexlte,SM-G1650,6,-30,3
samsung,elitexltechn,SM-G1650,5,-25,1
samsung,elite3gkx,SM-G165N,5,-25,1
samsung,heatnfc3g,SM-G310HN,5,-25,1
samsung,heat3gou,SM-G310R5,5,-25,1
samsung,vivalto,SM-G3139D,5,-25,1
samsung,vivaltolte,SM-G313F,5,-25,1
samsung,vivalto3g,SM-G313H,5,-25,1
samsung,vivaltonfc3g,SM-G313HN,5,-25,1
samsung,vivaltods5m,SM-G313HU,5,-25,1
samsung,vivaltods5m,SM-G313HY,5,-25,1
samsung,vivalto3gvn,SM-G313HZ,5,-25,1
samsung,vivaltods5m,SM-G313M,5,-25,1
samsung,vivalto3g,SM-G313ML,5,-25,1
samsung,vivaltolte,SM-G313MU,5,-25,1
samsung,vivaltods5m,SM-G313MY,5,-25,1
samsung,vivalto3g,SM-G313U,5,-25,1
samsung,vivalto3mve3g,SM-G316H,5,-25,1
samsung,vivalto5mve3g,SM-G316HU,5,-25,1
samsung,vivalto5mve3g,SM-G316M,5,-25,1
samsung,vivalto3mve3gltn,SM-G316ML,5,-25,1
samsung,vivalto5mve3g,SM-G316MY,5,-25,1
samsung,vivalto3mve3gltn,SM-G316U,5,-25,1
samsung,vivalto3mveml3g,SM-G318H,5,-25,1
samsung,vivalto3mveml3gsea,SM-G318HZ,5,-25,1
samsung,vivalto3mveml3g,SM-G318ML,5,-25,1
samsung,vivalto3mveml3gsea,SM-G318MZ,5,-25,1
samsung,cs02,SM-G350,5,-25,1
samsung,cs023g,SM-G3502,5,-25,1
samsung,cs02ve3g,SM-G3502C,5,-25,1
samsung,cs02ve3g,SM-G3502I,5,-25,1
samsung,cs02ve3g,SM-G3502L,5,-25,1
samsung,cs02ve3gdtv,SM-G3502T,5,-25,1
samsung,cs023g,SM-G3502U,5,-25,1
samsung,cs02cmcc,SM-G3508,5,-25,1
samsung,cs02ve,SM-G3508I,5,-25,1
samsung,cs02ve3g,SM-G3508J,5,-25,1
samsung,cs02ctc,SM-G3509,5,-25,1
samsung,cs02ve3g,SM-G3509I,5,-25,1
samsung,higgs2g,SM-G350E,5,-25,1
samsung,cs02ve3gss,SM-G350L,5,-25,1
samsung,cs02ve3gss,SM-G350M,5,-25,1
samsung,cs03lte,SM-G3518,5,-25,1
samsung,kanas3g,SM-G3556D,5,-25,1
samsung,kanas3gcmcc,SM-G3558,5,-25,1
samsung,kanas3gctc,SM-G3559,5,-25,1
samsung,kanas,SM-G355H,5,-25,1
samsung,kanas3gnfc,SM-G355HN,5,-25,1
samsung,kanas,SM-G355HQ,5,-25,1
samsung,kanas,SM-G355M,5,-25,1
samsung,heatqlte,SM-G357FZ,5,-25,1
samsung,heatlte,SM-G357M,5,-25,1
samsung,victorlte,SM-G3586V,5,-25,1
samsung,victorlte,SM-G3589W,5,-25,1
samsung,rossalte,SM-G3606,5,-25,1
samsung,rossalte,SM-G3608,5,-25,1
samsung,rossaltectc,SM-G3609,5,-25,1
samsung,coreprimeltedtv,SM-G360BT,5,-25,1
samsung,coreprimelte,SM-G360F,5,-25,1
samsung,coreprimelte,SM-G360FY,5,-25,1
samsung,rossaltexsa,SM-G360GY,5,-25,1
samsung,core33g,SM-G360H,5,-25,1
samsung,core33g,SM-G360HU,5,-25,1
samsung,coreprimelte,SM-G360M,5,-25,1
samsung,coreprimeltespr,SM-G360P,5,-25,1
samsung,coreprimeltelra,SM-G360R6,5,-25,1
samsung,cprimeltetmo,SM-G360T,5,-25,1
samsung,cprimeltemtr,SM-G360T1,5,-25,1
samsung,coreprimeltevzw,SM-G360V,5,-25,1
samsung,coreprimevelte,SM-G361F,5,-25,1
samsung,coreprimeve3g,SM-G361H,5,-25,1
samsung,coreprimeve3g,SM-G361HU,5,-25,1
samsung,coreprimevelte,SM-G361M,5,-25,1
samsung,wilcoxds,SM-G3812,5,-25,1
samsung,wilcoxds,SM-G3812B,5,-25,1
samsung,wilcoxlte,SM-G3815,5,-25,1
samsung,wilcox3g,SM-G3818,5,-25,1
samsung,wilcoxctc,SM-G3819,5,-25,1
samsung,wilcoxctc,SM-G3819D,5,-25,1
samsung,afyonlte,SM-G386F,5,-25,1
samsung,afyonltetmo,SM-G386T,5,-25,1
samsung,afyonlteMetroPCS,SM-G386T1,5,-25,1
samsung,afyonltecan,SM-G386W,5,-25,1
samsung,xcover3lte,SM-G388F,5,-25,1
samsung,xcover3velte,SM-G389F,5,-25,1
samsung,xcover4lte,SM-G390F,5,-25,1
samsung,xcover4ltecan,SM-G390W,5,-25,1
samsung,xcover4lte,SM-G390Y,5,-25,1
samsung,xcover4s,SM-G398FN,5,-25,1
samsung,kleoslte,SM-G5108,5,-25,1
samsung,kleoslte,SM-G5108Q,5,-25,1
samsung,fortunalte,SM-G5306W,5,-25,1
samsung,fortunalte,SM-G5308W,5,-25,1
samsung,fortunaltezh,SM-G5308W,5,-25,1
samsung,fortunaltectc,SM-G5309W,5,-25,1
samsung,fortuna3gdtv,SM-G530BT,5,-25,1
samsung,fortunalte,SM-G530F,5,-25,1
samsung,grandprimelte,SM-G530FZ,5,-25,1
samsung,fortunave3g,SM-G530H,5,-25,1
samsung,fortuna3g,SM-G530H,5,-25,1
samsung,fortunalte,SM-G530M,5,-25,1
samsung,fortunaltezt,SM-G530MU,5,-25,1
samsung,gprimeltespr,SM-G530P,5,-25,1
samsung,gprimelteusc,SM-G530R4,5,-25,1
samsung,gprimelteacg,SM-G530R7,5,-25,1
samsung,gprimeltetmo,SM-G530T,5,-25,1
samsung,gprimeltemtr,SM-G530T1,5,-25,1
samsung,gprimeltecan,SM-G530W,5,-25,1
samsung,fortunaltezt,SM-G530Y,5,-25,1
samsung,grandprimeve3gdtv,SM-G531BT,5,-25,1
samsung,grandprimevelte,SM-G531F,5,-25,1
samsung,grandprimeve3g,SM-G531H,5,-25,1
samsung,grandprimevelteltn,SM-G531M,5,-25,1
samsung,grandprimeveltezt,SM-G531Y,5,-25,1
samsung,grandpplte,SM-G532F,4,-24,1
samsung,grandpplte,SM-G532G,4,-24,1
samsung,grandpplte,SM-G532M,4,-24,3
samsung,grandppltedtv,SM-G532MT,5,-25,1
samsung,o5ltechn,SM-G5500,5,-25,1
samsung,o5lte,SM-G550FY,5,-25,1
samsung,o5prolte,SM-G550FY,5,-25,1
samsung,on5ltetmo,SM-G550T,5,-25,1
samsung,on5ltemtr,SM-G550T1,5,-25,1
samsung,on5ltetmo,SM-G550T2,5,-25,1
samsung,on5xlltechn,SM-G5510,5,-25,1
samsung,on5xfltechn,SM-G5520,5,-25,1
samsung,on5xfltechn,SM-G5528,5,-25,1
samsung,on5xltechn,SM-G5700,5,-25,1
samsung,on5xelte,SM-G570F,7,-24,3
samsung,on5xelteins,SM-G570F,5,-24,1
samsung,on5xelte,SM-G570M,2,-24,3
samsung,on5xelte,SM-G570Y,5,-24,1
samsung,o7ltechn,SM-G6000,3,-22,3
samsung,on7elte,SM-G600F,3,-22,1
samsung,o7prolte,SM-G600FY,5,-25,1
samsung,o7lte,SM-G600FY,3,-22,1
samsung,on7nlteskt,SM-G600S,5,-25,1
samsung,on7xltechn,SM-G6100,5,-25,1
samsung,on7xelte,SM-G610F,7,2,3
samsung,on7xeltektt,SM-G610K,5,-25,1
samsung,on7xeltelgt,SM-G610L,5,-25,1
samsung,on7xelte,SM-G610M,7,2,1
samsung,on7xelteskt,SM-G610S,5,-25,1
samsung,on7xelte,SM-G610Y,7,2,1
samsung,on7xreflte,SM-G611F,6,-2,3
samsung,on7xreflteins,SM-G611FF,5,-25,1
samsung,on7xrefltektt,SM-G611K,6,-2,1
samsung,on7xrefltelgt,SM-G611L,6,-2,1
samsung,on7xreflte,SM-G611M,6,-2,1
samsung,on7xreflte,SM-G611MT,6,-2,1
samsung,on7xreflteskt,SM-G611S,6,-2,1
samsung,j7maxlte,SM-G615F,5,-25,1
samsung,j7maxlte,SM-G615FU,5,-25,1
samsung,Phoenix,SM-G6200,5,-25,1
samsung,ms013gss,SM-G710,5,-25,1
samsung,ms013g,SM-G7102,5,-25,1
samsung,ms013gdtv,SM-G7102T,5,-25,1
samsung,ms01lte,SM-G7105,5,-25,1
samsung,ms01lte,SM-G7105H,5,-25,1
samsung,ms01lte,SM-G7105L,5,-25,1
samsung,ms013g,SM-G7106,5,-25,1
samsung,ms013g,SM-G7108,5,-25,1
samsung,ms013g,SM-G7109,5,-25,1
samsung,ms01ltektt,SM-G710K,5,-25,1
samsung,ms01ltelgt,SM-G710L,5,-25,1
samsung,ms01lteskt,SM-G710S,5,-25,1
samsung,xcoverpro,SM-G715FN,5,-25,1
samsung,xcoverpro,SM-G715U,5,-25,1
samsung,xcoverpro,SM-G715U1,5,-25,1
samsung,xcoverpro,SM-G715W,5,-25,1
samsung,grandmaxltechn,SM-G7200,5,-25,1
samsung,grandmax3g,SM-G7202,5,-25,1
samsung,grandmaxltechn,SM-G720AX,5,-25,1
samsung,grandmaxltekx,SM-G720N0,5,-25,1
samsung,goldenltevzw,SM-G730V,5,-25,1
samsung,goldenltebmc,SM-G730W8,5,-25,1
samsung,vastaltezh,SM-G7508Q,5,-25,1
samsung,vastalte,SM-G7508Q,5,-25,1
samsung,mega2lte,SM-G750F,5,-25,1
samsung,mega23g,SM-G750H,5,-25,1
samsung,vasta3g,SM-G750H,5,-25,1
samsung,r5q,SM-G770F,5,-25,1
samsung,r5q,SM-G770U1,5,-25,1
samsung,kminilte,SM-G800F,5,-25,1
samsung,kmini3g,SM-G800H,5,-25,1
samsung,kmini3g,SM-G800HQ,5,-25,1
samsung,kminilte,SM-G800M,5,-25,1
samsung,kminilteusc,SM-G800R4,5,-25,1
samsung,kminiwifi,SM-G800X,5,-25,1
samsung,kminilte,SM-G800Y,5,-25,1
samsung,sltechn,SM-G8508S,17,-33,1
samsung,slte,SM-G850F,17,-33,3
samsung,slte,SM-G850FQ,17,-33,1
samsung,sltektt,SM-G850K,17,-33,1
samsung,sltelgt,SM-G850L,17,-33,1
samsung,slte,SM-G850M,17,-33,1
samsung,slteskt,SM-G850S,17,-33,1
samsung,sltecan,SM-G850W,17,-33,1
samsung,slte,SM-G850X,17,-33,1
samsung,slte,SM-G850Y,17,-33,1
samsung,kltesprsports,SM-G860P,5,-25,1
samsung,klteactive,SM-G870F,5,-25,1
samsung,kactiveltekx,SM-G870F0,5,-25,1
samsung,kltecanactive,SM-G870W,5,-25,1
samsung,dreamliteqltechn,SM-G8750,5,-25,1
samsung,astarqltechn,SM-G8850,3,-24,3
samsung,astarqltecmcc,SM-G8858,3,-24,1
samsung,astarqlte,SM-G885F,1,-24,1
samsung,astarqlteskt,SM-G885S,1,-24,3
samsung,astarqlte,SM-G885Y,1,-24,1
samsung,a8sqltechn,SM-G8870,5,-25,1
samsung,a8sqlte,SM-G887F,5,-25,1
samsung,a8sqlteks,SM-G887N,5,-25,1
samsung,haechiy19lteatt,SM-G889A,5,-25,1
samsung,haechiy19,SM-G889F,5,-25,1
samsung,haechiy19,SM-G889G,5,-25,1
samsung,haechiy19,SM-G889YB,5,-25,1
samsung,cruiserlteatt,SM-G892A,8,-24,3
samsung,cruiserltesq,SM-G892U,8,-24,1
samsung,klteduoszn,SM-G9006W,11,-23,1
samsung,klte,SM-G9008W,12,-24,1
samsung,klte,SM-G9009W,12,-24,1
samsung,klte,SM-G900F,12,-24,3
samsung,klte,SM-G900FD,12,-24,1
samsung,kgedlte,SM-G900FG,5,-25,1
samsung,klte,SM-G900FQ,12,-24,1
samsung,k3g,SM-G900H,11,-23,1
samsung,klte,SM-G900I,12,-24,1
samsung,kltektt,SM-G900K,11,-23,1
samsung,kltelgt,SM-G900L,11,-23,1
samsung,klte,SM-G900M,12,-24,1
samsung,klte,SM-G900MD,12,-24,1
samsung,kltespr,SM-G900P,11,-23,1
samsung,klteusc,SM-G900R4,11,-23,1
samsung,kltelra,SM-G900R6,11,-23,1
samsung,klteacg,SM-G900R7,11,-23,1
samsung,klteskt,SM-G900S,11,-23,1
samsung,kltetmo,SM-G900T,11,-23,1
samsung,klteMetroPCS,SM-G900T1,11,-23,1
samsung,kltetmo,SM-G900T3,11,-23,1
samsung,klteMetroPCS,SM-G900T4,11,-23,1
samsung,kltevzw,SM-G900V,11,-23,1
samsung,kltecan,SM-G900W8,11,-23,1
samsung,kwifi,SM-G900X,11,-23,1
samsung,kccat6,SM-G901F,5,-25,1
samsung,s5neolte,SM-G903F,5,-25,1
samsung,s5neolte,SM-G903M,5,-25,1
samsung,s5neoltecan,SM-G903W,5,-25,1
samsung,lentisltektt,SM-G906K,11,-23,1
samsung,lentisltelgt,SM-G906L,11,-23,1
samsung,lentislteskt,SM-G906S,11,-23,1
samsung,flteskt,SM-G910S,5,-25,1
samsung,philippeltechn,SM-G9198,5,-25,1
samsung,zerofltechn,SM-G9200,8,-24,1
samsung,zerofltechn,SM-G9208,8,-24,1
samsung,zerofltectc,SM-G9209,8,-24,1
samsung,zeroflte,SM-G920F,9,-25,3
samsung,zeroflte,SM-G920I,7,-24,3
samsung,zerofltektt,SM-G920K,8,-24,1
samsung,zerofltelgt,SM-G920L,8,-24,1
samsung,zerofltespr,SM-G920P,8,-24,1
samsung,zeroflteusc,SM-G920R4,8,-24,1
samsung,zerofltelra,SM-G920R6,8,-24,1
samsung,zeroflteacg,SM-G920R7,8,-24,1
samsung,zeroflteskt,SM-G920S,8,-24,1
samsung,zerofltetmo,SM-G920T,8,-24,3
samsung,zerofltemtr,SM-G920T1,8,-24,1
samsung,zerofltevzw,SM-G920V,8,-24,1
samsung,zerofltebmc,SM-G920W8,8,-24,1
samsung,zeroflte,SM-G920X,8,-24,1
samsung,zeroltechn,SM-G9250,4,-23,1
samsung,zerolte,SM-G925F,8,-25,3
samsung,zerolte,SM-G925I,4,-23,3
samsung,zeroltektt,SM-G925K,4,-23,1
samsung,zeroltelgt,SM-G925L,8,-25,1
samsung,zeroltespr,SM-G925P,4,-23,1
samsung,zerolteusc,SM-G925R4,4,-23,1
samsung,zeroltelra,SM-G925R6,4,-23,1
samsung,zerolteacg,SM-G925R7,4,-23,1
samsung,zerolteskt,SM-G925S,4,-23,1
samsung,zeroltetmo,SM-G925T,4,-23,1
samsung,zeroltevzw,SM-G925V,4,-23,1
samsung,zeroltebmc,SM-G925W8,4,-23,1
samsung,zerolte,SM-G925X,6,-24,1
samsung,zenltechn,SM-G9280,5,-25,1
samsung,zenlte,SM-G9287,5,-25,1
samsung,zenlte,SM-G9287C,5,-25,1
samsung,zenlte,SM-G928C,5,-25,1
samsung,zenlte,SM-G928F,5,-25,1
samsung,zenlte,SM-G928G,5,-25,1
samsung,zenlte,SM-G928I,5,-25,1
samsung,zenltektt,SM-G928K,5,-25,1
samsung,zenltelgt,SM-G928L,5,-25,1
samsung,zenltekx,SM-G928N0,5,-25,1
samsung,zenltespr,SM-G928P,5,-25,1
samsung,zenlteusc,SM-G928R4,5,-25,1
samsung,zenlteskt,SM-G928S,5,-25,1
samsung,zenltetmo,SM-G928T,5,-25,1
samsung,zenltevzw,SM-G928V,5,-25,1
samsung,zenltebmc,SM-G928W8,5,-25,1
samsung,zenlte,SM-G928X,5,-25,1
samsung,venenoltechn,SM-G9298,5,-25,1
samsung,heroqltechn,SM-G9300,10,-33,1
samsung,heroqltechn,SM-G9308,10,-33,1
samsung,herolte,SM-G930F,9,-33,3
samsung,heroltektt,SM-G930K,10,-33,1
samsung,heroltelgt,SM-G930L,10,-33,1
samsung,heroqltespr,SM-G930P,7,-32,3
samsung,heroqlteusc,SM-G930R4,12,-35,3
samsung,heroqltelra,SM-G930R6,10,-33,1
samsung,heroqlteacg,SM-G930R7,10,-33,1
samsung,herolteskt,SM-G930S,10,-33,1
samsung,heroqltetmo,SM-G930T,10,-33,1
samsung,heroqltemtr,SM-G930T1,10,-33,1
samsung,heroqlteue,SM-G930U,10,-33,1
samsung,heroqltevzw,SM-G930V,9,-32,3
samsung,heroqltecctvzw,SM-G930VC,10,-33,1
samsung,heroqltetfnvzw,SM-G930VL,10,-33,1
samsung,heroltebmc,SM-G930W8,10,-33,1
samsung,herolte,SM-G930X,9,-33,1
samsung,hero2qltechn,SM-G9350,8,-31,3
samsung,hero2lte,SM-G935F,11,-33,3
samsung,hero2ltektt,SM-G935K,9,-31,1
samsung,hero2ltelgt,SM-G935L,10,-32,1
samsung,hero2qltespr,SM-G935P,8,-31,3
samsung,hero2qlteusc,SM-G935R4,9,-29,3
samsung,hero2lteskt,SM-G935S,9,-31,1
samsung,hero2qltetmo,SM-G935T,4,-28,3
samsung,hero2qlteue,SM-G935U,10,-32,1
samsung,hero2qltevzw,SM-G935V,14,-34,3
samsung,hero2qltecctvzw,SM-G935VC,9,-31,1
samsung,hero2ltebmc,SM-G935W8,9,-31,1
samsung,hero2lte,SM-G935X,11,-33,1
samsung,dreamqltechn,SM-G9500,10,-27,1
samsung,dreamqltecmcc,SM-G9508,10,-27,1
samsung,dreamlte,SM-G950F,12,-29,3
samsung,dreamlteks,SM-G950N,11,-27,3
samsung,dreamqltesq,SM-G950U,10,-27,1
samsung,dreamqlteue,SM-G950U1,10,-27,3
samsung,dreamqltecan,SM-G950W,9,-24,3
samsung,dream2qltechn,SM-G9550,9,-25,1
samsung,dream2lte,SM-G955F,9,-26,3
samsung,dream2lteks,SM-G955N,10,-26,3
samsung,dream2qltesq,SM-G955U,9,-25,1
samsung,dream2qlteue,SM-G955U1,10,-26,3
samsung,dream2qltecan,SM-G955W,8,-23,3
samsung,starqltechn,SM-G9600,4,-22,3
samsung,starqltecmcc,SM-G9608,7,-24,1
samsung,starlte,SM-G960F,8,-28,3
samsung,starlteks,SM-G960N,7,-28,3
samsung,starqltesq,SM-G960U,5,-21,3
samsung,starqlteue,SM-G960U1,4,-19,3
samsung,starqltecs,SM-G960W,7,-24,1
samsung,star2qltechn,SM-G9650,7,-26,3
samsung,star2lte,SM-G965F,8,-27,3
samsung,star2lteks,SM-G965N,9,-25,3
samsung,star2qltesq,SM-G965U,8,-25,3
samsung,star2qlteue,SM-G965U1,6,-24,3
samsung,star2qltecs,SM-G965W,9,-27,1
samsung,beyond0q,SM-G9700,5,-25,1
samsung,beyond0q,SM-G9708,5,-25,1
samsung,beyond0,SM-G970F,5,-25,1
samsung,beyond0,SM-G970N,5,-25,1
samsung,beyond0q,SM-G970U,5,-25,1
samsung,beyond0q,SM-G970U1,5,-25,1
samsung,beyond0q,SM-G970W,5,-25,1
samsung,beyond1q,SM-G9730,-1,-26,1
samsung,beyond1q,SM-G9738,-1,-26,1
